Energy,8.40647836254357
N/A,0.7446800751768646
Technology,-0.5143214680050502
Communication Services,-1.9657420853867917
Healthcare,-2.2007847323645335
Industrials,-2.761736081809289
Utilities,-3.642144451502927
Financial Services,-4.560977073510896
Consumer Defensive,-6.11335918751477
Basic Materials,-6.27702584979815
Consumer Cyclical,-6.763186461726188
Real Estate,-8.09581244584911
